Learning order,PL* rounds,PL* MQ resets,PL* MQ input symbols,PL* EQ resets,PL* EQ input symbols,PL* total resets,PL* total input symbols
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6309278,73669083,707330620,74469939,713639898
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6282858,74892025,716917146,75693299,723200004
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6304600,75224113,720633944,76025387,726938544
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6013044,76115679,729864526,76916535,735877570
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6018084,75047715,720512851,75848571,726530935
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797416,5993698,75643609,724636006,76441025,730629704
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,798968,6277648,75533150,724718583,76332118,730996231
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6315662,74054351,709925416,74855625,716241078
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6011622,76397917,733639878,77198773,739651500
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800102,6275168,74279885,712375091,75079987,718650259
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6288102,74592308,716019988,75393164,722308090
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800140,6312146,74926140,717170402,75726280,723482548
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797416,5989132,75621408,723541401,76418824,729530533
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6298504,76247315,731391380,77048589,737689884
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6014596,75658272,726066525,76459128,732081121
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,799006,6006734,76226841,730856203,77025847,736862937
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6282858,74856800,717621665,75658074,723904523
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,5999086,75608809,724642067,76409665,730641153
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,798968,5979938,74814134,717607868,75613102,723587806
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6002104,76000650,727523793,76801924,733525897
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6013190,75314209,722561348,76115483,728574538
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800438,6019936,76920756,737636944,77721194,743656880
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6009364,75965798,727667514,76766654,733676878
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,799722,6307186,74019484,709631647,74819206,715938833
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6021532,75964541,728302969,76765815,734324501
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800140,6285540,76850190,735966616,77650330,742252156
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6289360,73954028,708815990,74755302,715105350
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6009312,75112780,719656201,75914054,725665513
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797834,6277894,77467819,742586918,78265653,748864812
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6286262,74264651,711621385,75065507,717907647
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6305926,74062448,710451204,74863304,716757130
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,799722,6284282,75929940,727931205,76729662,734215487
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6305384,73533526,704759359,74334800,711064743
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6288226,76773312,735529914,77574586,741818140
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,5992532,77133994,739994857,77935268,745987389
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,796662,6268444,75499133,724431333,76295795,730699777
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,798588,6006030,75938582,727126468,76737170,733132498
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6305588,75435556,723977876,76236412,730283464
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797834,6274584,74931153,718179504,75728987,724454088
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800140,6290626,76651203,735753606,77451343,742044232
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6304234,73694209,706644071,74495065,712948305
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797416,6007366,74372764,711155530,75170180,717162896
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,799722,6309512,74406699,712703972,75206421,719013484
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6006012,75899386,728336211,76700242,734342223
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797834,5983678,75878970,727535846,76676804,733519524
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,5988474,75937672,727655663,76738946,733644137
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,797834,6276520,75482840,723363051,76280674,729639571
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800438,6025304,76573489,733071343,77373927,739096647
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,801274,6312134,75422656,722141361,76223930,728453495
[5; 1; 16; 10; 8; 12; 9; 15; 6; 3; 2; 13; 14; 4; 7; 11],16,800856,6304842,74327148,712453308,75128004,718758150
